frac01
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(4),10.11.2006 23:03:22,459363,-7.32601e+06,2738.05,3.048e-07,365.842,10.0523,371.505,999.322,0.318,0.030819,2.39161,0.0576362,348.715,10.1105,7.30399,16.706,22.7899,-5.66361,17.1263,
Internal Node(4),01.12.2006,459363,-7.32601e+06,2738.07,3.048e-07,364.893,10.0511,372.755,999.545,0.318,0.0279481,2.39161,0.0734599,346.638,10.1073,8.0842,17.3529,26.1167,-7.86203,18.2547,
Internal Node(4),01.12.2006,459363,-7.32601e+06,2738.07,3.048e-07,364.893,10.0511,372.755,999.545,0.318,0.0279481,2.39161,0.0734599,346.638,10.1073,8.0842,17.3529,26.1167,-7.86203,18.2547,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(5),09.12.1997 22:12:00,459354,-7.32599e+06,2734.43,0.166322,386.012,10.0776,376.769,1000.26,0.318,0.216141,388.591,0.256963,336.985,15.2943,0.896786,53.104,39.7842,9.24309,49.0273,
Internal Node(5),05.02.1998 14:35:11,459354,-7.32599e+06,2734.49,3.048e-07,386.388,10.0603,385.635,1000.09,0.318,0.125687,2.39161,0.148841,348.346,12.4205,1.63775,43.0819,37.2892,0.752643,38.0418,
Internal Node(5),12.04.1998 23:29:05,459354,-7.32599e+06,2734.6,3.048e-07,386.844,10.0582,386.179,1000.21,0.318,0.102802,2.39161,0.185283,348.992,11.8432,2.00468,35.7204,37.1873,0.665468,37.8527,
Internal Node(5),16.08.1998 08:06:27,459355,-7.32599e+06,2734.48,3.048e-07,369.278,10.0526,386.68,999.891,0.318,0.07735,2.39161,0.153141,355.213,11.6135,2.67071,35.0333,31.4667,-17.4021,14.0646,
Internal Node(5),18.10.1998 00:25:09,459355,-7.32599e+06,2734.49,0.0116454,358.53,10.0741,356.283,999.006,0.318,0.0676123,2.39161,0.138103,328.158,11.3881,3.07209,15.3268,28.1252,2.24705,30.3723,
Internal Node(5),19.12.1998 16:43:50,459355,-7.32599e+06,2734.47,3.048e-07,359.144,10.061,365.559,999.394,0.318,0.0609033,2.39161,0.128417,345.748,11.1805,3.42327,28.4765,19.8108,-6.41464,13.3962,
Internal Node(5),20.02.1999 09:02:31,459355,-7.32599e+06,2734.5,0.0519309,356.038,10.0673,352.913,998.863,0.318,0.0580272,11.8284,0.152547,332.102,11.2767,3.59739,15.7489,20.8113,3.12539,23.9367,
Internal Node(5),25.06.1999 17:39:53,459356,-7.32599e+06,2734.44,3.048e-07,356.469,10.061,359.898,999.279,0.318,0.0552618,2.39161,0.10291,344.914,11.397,3.78155,22.7498,14.9842,-3.42884,11.5553,
Internal Node(5),27.08.1999 09:58:34,459356,-7.32599e+06,2734.44,0.0447786,348.793,10.0703,346.482,998.531,0.318,0.0524533,7.58327,0.123876,331.666,11.5706,3.99095,11.3916,14.8161,2.31136,17.1275,
Internal Node(5),30.12.1999 18:35:56,459356,-7.32599e+06,2734.47,3.048e-07,345.838,10.0651,351.264,998.798,0.318,0.0501237,2.39161,0.09064,341.125,11.4262,4.16247,16.5019,10.139,-5.42572,4.71333,
Internal Node(5),06.09.2000 11:50:41,459356,-7.32599e+06,2734.48,0.191409,352.404,10.0729,346.728,998.523,0.318,0.0482355,592.289,0.0285657,337.05,11.577,4.33324,8.84592,9.67785,5.67594,15.3538,
Internal Node(5),09.01.2001 20:28:03,459357,-7.326e+06,2734.36,3.048e-07,356.772,10.0657,357.326,999.051,0.318,0.0442821,2.39161,0.0730324,349.778,11.6704,4.73159,13.6849,7.54806,-0.553645,6.99441,
Internal Node(5),13.03.2001 12:46:44,459357,-7.326e+06,2734.38,0.000399742,356.397,10.0666,356.462,998.882,0.318,0.0432184,2.39161,0.0475765,345.184,11.6939,4.85146,9.61481,11.2783,-0.0648443,11.2135,
Internal Node(5),15.05.2001 05:05:26,459358,-7.326e+06,2734.47,3.048e-07,357.588,10.0635,359.785,999.023,0.318,0.0423678,2.39161,0.0741314,349.304,11.6026,4.93274,10.5805,10.4802,-2.19704,8.2832,
Internal Node(5),17.09.2001 13:42:48,459358,-7.326e+06,2734.47,3.048e-07,359.328,10.0628,360.374,999.013,0.318,0.0417146,2.39161,0.0593903,348.711,11.5567,5.0128,9.06511,11.6633,-1.04563,10.6177,
Internal Node(5),20.01.2002 22:20:10,459358,-7.326e+06,2734.51,3.048e-07,361.086,10.0595,362.901,999.098,0.318,0.0402626,2.39161,0.0688252,350.535,11.4318,5.19014,10.6475,12.3656,-1.81517,10.5504,
Internal Node(5),26.05.2002 06:57:32,459358,-7.326e+06,2734.52,3.048e-07,362.578,10.0579,365.281,999.166,0.318,0.0389914,2.39161,0.0753108,351.486,11.3061,5.36254,11.0792,13.7947,-2.70312,11.0916,
Internal Node(5),28.09.2002 15:34:55,459358,-7.326e+06,2734.49,3.048e-07,363.563,10.0585,366.769,999.216,0.318,0.0379676,2.39161,0.0747325,351.01,11.2482,5.51907,11.2643,15.759,-3.20634,12.5527,
Internal Node(5),30.11.2002 07:53:36,459358,-7.326e+06,2734.51,3.048e-07,364.102,10.0576,368.483,999.242,0.318,0.0368683,2.39161,0.115331,351.675,11.1771,5.68531,11.7034,16.8076,-4.38084,12.4267,
Internal Node(5),01.02.2003 00:12:17,459358,-7.326e+06,2734.47,3.048e-07,363.353,10.0577,369.08,999.309,0.318,0.0364107,2.39161,0.0668593,351.032,11.1535,5.76891,11.9695,18.0481,-5.72774,12.3203,
Internal Node(5),04.04.2003 16:30:58,459358,-7.326e+06,2734.47,3.048e-07,365.151,10.0574,369.992,999.373,0.318,0.0359263,2.39161,0.13685,351.608,11.1235,5.8517,11.7353,18.3834,-4.84054,13.5428,
Internal Node(5),06.06.2003 08:49:39,459358,-7.326e+06,2734.47,3.048e-07,365.174,10.0567,370.421,999.298,0.318,0.035432,2.39161,0.136837,351.473,11.0991,5.93585,12.6589,18.9478,-5.24662,13.7012,
Internal Node(5),09.10.2003 17:27:02,459358,-7.326e+06,2734.46,3.048e-07,364.928,10.0566,370.845,999.378,0.318,0.0349705,2.39161,0.145103,350.92,11.088,6.01791,12.9048,19.9247,-5.91618,14.0085,
Internal Node(5),16.06.2004 10:41:46,459358,-7.326e+06,2734.46,3.048e-07,365.684,10.0559,371.753,999.313,0.318,0.0340456,2.39161,0.109362,350.826,11.0568,6.18552,13.1231,20.9271,-6.06918,14.858,
Internal Node(5),19.10.2004 19:19:08,459358,-7.326e+06,2734.46,3.048e-07,365.763,10.0547,372.939,999.318,0.318,0.0323146,2.39161,0.102837,349.785,11.0108,6.52704,13.9495,23.1546,-7.17597,15.9786,
Internal Node(5),27.06.2005 12:33:53,459358,-7.326e+06,2734.46,3.048e-07,365.83,10.0536,373.598,999.321,0.318,0.0314678,2.39161,0.100581,349.426,10.9818,6.70707,15.2057,24.1713,-7.76797,16.4034,
Internal Node(5),10.11.2006 23:03:22,459358,-7.326e+06,2734.46,3.048e-07,365.645,10.0523,374.404,999.313,0.318,0.029872,2.39161,0.0912202,348.376,10.9415,7.07283,15.9249,26.0276,-8.75875,17.2688,
Internal Node(5),01.12.2006,459358,-7.326e+06,2734.45,3.048e-07,364.724,10.0511,375.826,999.53,0.318,0.0272418,2.39161,0.133795,346.253,10.9051,7.77124,16.6853,29.5732,-11.1021,18.4711,
Internal Node(5),01.12.2006,459358,-7.326e+06,2734.45,3.048e-07,364.724,10.0511,375.826,999.53,0.318,0.0272418,2.39161,0.133795,346.253,10.9051,7.77124,16.6853,29.5732,-11.1021,18.4711,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(6),09.12.1997 22:12:00,459352,-7.32599e+06,2733.44,0.131962,385.931,10.0776,380.455,1000.26,0.318,0.20373,194.084,1.1129,339.527,16.9676,0.957057,48.0199,40.9281,5.47616,46.4042,
Internal Node(6),05.02.1998 14:35:11,459352,-7.32599e+06,2733.44,3.048e-07,386.591,10.0603,388.055,1000.09,0.318,0.124586,2.39161,0.326516,349.205,13.399,1.66268,39.1807,38.8508,-1.46418,37.3866,
Internal Node(6),12.04.1998 23:29:05,459352,-7.32599e+06,2733.44,3.048e-07,386.967,10.0582,388.42,1000.22,0.318,0.10303,2.39161,0.316736,349.667,12.5356,2.01578,32.5085,38.7521,-1.45284,37.2993,
Internal Node(6),16.08.1998 08:06:27,459352,-7.32599e+06,2733.44,3.048e-07,369.407,10.0526,388.142,999.891,0.318,0.0784578,2.39161,0.244117,355.849,11.6582,2.65701,32.8009,32.2924,-18.7346,13.5578,
Internal Node(6),18.10.1998 00:25:09,459352,-7.32599e+06,2733.44,3.048e-07,358.657,10.0741,357.468,999.011,0.318,0.0699181,2.39161,0.234622,328.555,10.9328,3.02237,14.6196,28.9129,1.18877,30.1017,
Internal Node(6),19.12.1998 16:43:50,459352,-7.32599e+06,2733.44,3.048e-07,359.262,10.061,366.625,999.394,0.318,0.062961,2.39161,0.198897,346.752,10.5119,3.39146,27.643,19.8731,-7.36273,12.5104,
Internal Node(6),20.02.1999 09:02:31,459352,-7.32599e+06,2733.44,0.0385865,356.08,10.0673,353.954,998.865,0.318,0.0602972,4.85236,0.361373,332.536,10.6235,3.55929,15.3729,21.4184,2.12533,23.5437,
Internal Node(6),25.06.1999 17:39:53,459352,-7.32599e+06,2733.44,3.048e-07,356.521,10.061,360.63,999.279,0.318,0.0564725,2.39161,0.183992,345.743,10.4732,3.82594,22.6293,14.8869,-4.10957,10.7773,
Internal Node(6),27.08.1999 09:58:34,459352,-7.32599e+06,2733.44,0.0340385,348.866,10.0703,347.101,998.534,0.318,0.0538056,3.33088,0.292387,331.833,10.733,4.03815,11.5882,15.2686,1.7646,17.0332,
Internal Node(6),30.12.1999 18:35:56,459352,-7.32599e+06,2733.44,3.048e-07,345.854,10.0651,351.94,998.795,0.318,0.0517575,2.39161,0.140443,341.643,10.5845,4.2149,16.6787,10.2974,-6.08595,4.21143,
Internal Node(6),06.09.2000 11:50:41,459352,-7.32599e+06,2733.44,0.183483,352.305,10.0729,347.305,998.524,0.318,0.0496679,521.716,0.126389,337.27,10.7373,4.41392,9.08941,10.0349,4.99995,15.0348,
Internal Node(6),09.01.2001 20:28:03,459352,-7.32599e+06,2733.21,3.048e-07,356.745,10.0657,357.563,999.046,0.318,0.0459263,2.39161,0.12174,350.023,10.6112,4.87431,14.3367,7.54031,-0.817887,6.72242,
Internal Node(6),13.03.2001 12:46:44,459352,-7.32599e+06,2733.24,3.048e-07,356.391,10.0666,357.049,998.882,0.318,0.0447553,2.39161,0.104841,345.349,10.7207,5.01095,10.1907,11.7002,-0.658168,11.0421,
Internal Node(6),15.05.2001 05:05:26,459352,-7.32599e+06,2733.24,3.048e-07,357.55,10.0635,360.634,999.022,0.318,0.04402,2.39161,0.116518,349.534,10.5951,5.10484,11.1575,11.0992,-3.08391,8.01534,
Internal Node(6),17.09.2001 13:42:48,459352,-7.32599e+06,2733.24,3.048e-07,359.304,10.0628,361.311,999.012,0.318,0.0434073,2.39161,0.108514,348.862,10.5789,5.18564,9.60371,12.4491,-2.00668,10.4425,
Internal Node(6),20.01.2002 22:20:10,459352,-7.32599e+06,2733.24,3.048e-07,361.044,10.0595,363.881,999.096,0.318,0.0420907,2.39161,0.1098,350.773,10.5094,5.36619,11.1408,13.1086,-2.83695,10.2716,
Internal Node(6),26.05.2002 06:57:32,459352,-7.32599e+06,2733.24,3.048e-07,362.531,10.0579,366.257,999.164,0.318,0.040906,2.39161,0.114274,351.741,10.4891,5.5383,11.5276,14.5156,-3.72539,10.7902,
Internal Node(6),28.09.2002 15:34:55,459352,-7.32599e+06,2733.24,3.048e-07,363.54,10.0585,367.685,999.214,0.318,0.0399151,2.39161,0.122142,351.203,10.5195,5.68983,11.7388,16.4817,-4.14529,12.3364,
Internal Node(6),30.11.2002 07:53:36,459352,-7.32599e+06,2733.24,3.048e-07,364.127,10.0576,369.384,999.243,0.318,0.038874,2.39161,0.176848,351.882,10.4975,5.85626,12.1314,17.502,-5.25723,12.2448,
Internal Node(6),01.02.2003 00:12:17,459352,-7.32599e+06,2733.24,3.048e-07,363.3,10.0577,369.954,999.313,0.318,0.0384073,2.39161,0.100743,351.21,10.5118,5.9336,12.4474,18.7441,-6.65451,12.0896,
Internal Node(6),04.04.2003 16:30:58,459352,-7.32599e+06,2733.24,3.048e-07,365.257,10.0574,370.851,999.376,0.318,0.0379291,2.39161,0.214924,351.801,10.5003,6.01494,12.1681,19.0497,-5.59393,13.4558,
Internal Node(6),06.06.2003 08:49:39,459352,-7.32599e+06,2733.24,3.048e-07,365.293,10.0567,371.268,999.304,0.318,0.0374417,2.39161,0.217446,351.673,10.492,6.09937,13.1196,19.5952,-5.97503,13.6201,
Internal Node(6),09.10.2003 17:27:02,459352,-7.32599e+06,2733.24,3.048e-07,365.044,10.0566,371.68,999.381,0.318,0.0369825,2.39161,0.224977,351.11,10.4976,6.1808,13.3538,20.57,-6.6361,13.9339,
Internal Node(6),16.06.2004 10:41:46,459352,-7.32599e+06,2733.24,3.048e-07,365.794,10.0559,372.564,999.319,0.318,0.036066,2.39161,0.190501,351.028,10.4843,6.34946,13.5612,21.5365,-6.76971,14.7668,
Internal Node(6),19.10.2004 19:19:08,459352,-7.32599e+06,2733.24,3.048e-07,365.872,10.0547,373.693,999.324,0.318,0.0343375,2.39161,0.183495,349.981,10.4694,6.69087,14.3063,23.7122,-7.82059,15.8916,
Internal Node(6),27.06.2005 12:33:53,459352,-7.32599e+06,2733.24,3.048e-07,365.938,10.0536,374.33,999.327,0.318,0.0334869,2.39161,0.181398,349.637,10.4518,6.87124,15.5585,24.6929,-8.39198,16.3009,
Internal Node(6),10.11.2006 23:03:22,459352,-7.32599e+06,2733.24,3.048e-07,365.744,10.0523,375.086,999.317,0.318,0.0318783,2.39161,0.16972,348.591,10.4324,7.23824,16.2418,26.4945,-9.34177,17.1527,
Internal Node(6),01.12.2006,459352,-7.32599e+06,2733.24,3.048e-07,364.843,10.0511,376.403,999.529,0.318,0.0291921,2.39161,0.214326,346.426,10.4284,7.94039,16.9757,29.977,-11.5601,18.4169,
Internal Node(6),01.12.2006,459352,-7.32599e+06,2733.24,3.048e-07,364.843,10.0511,376.403,999.529,0.318,0.0291921,2.39161,0.214326,346.426,10.4284,7.94039,16.9757,29.977,-11.5601,18.4169,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(7),09.12.1997 22:12:00,459351,-7.32598e+06,2734.17,0.169464,385.987,10.0776,376.53,1000.26,0.318,0.220516,411.033,0.226949,337.087,15.3397,0.87916,51.7342,39.4436,9.45675,48.9003,
Internal Node(7),05.02.1998 14:35:11,459350,-7.32598e+06,2734.21,0.0206445,386.38,10.0603,384.541,1000.09,0.318,0.125307,2.39161,0.130001,348.275,12.482,1.64086,43.232,36.2659,1.8384,38.1043,
Internal Node(7),12.04.1998 23:29:05,459349,-7.32598e+06,2734.04,3.048e-07,386.776,10.0582,386.219,1000.21,0.318,0.103608,2.39161,0.14921,350.144,12.34,1.98878,34.0057,36.0751,0.556448,36.6315,
Internal Node(7),16.08.1998 08:06:27,459349,-7.32598e+06,2733.74,3.048e-07,369.196,10.0526,386.44,999.891,0.318,0.0805228,2.39161,0.127789,355.773,12.2175,2.56489,33.3523,30.6678,-17.2443,13.4235,
Internal Node(7),18.10.1998 00:25:09,459348,-7.32598e+06,2733.71,0.00472588,358.444,10.0741,356.851,999.002,0.318,0.0715,2.39161,0.112042,328.641,11.9588,2.90109,14.1143,28.2107,1.59262,29.8033,
Internal Node(7),19.12.1998 16:43:50,459348,-7.32598e+06,2733.58,3.048e-07,359.047,10.061,366.003,999.394,0.318,0.0650923,2.39161,0.102699,346.636,11.7486,3.19542,26.3857,19.3676,-6.95646,12.4112,
Internal Node(7),20.02.1999 09:02:31,459347,-7.32597e+06,2733.56,0.0453814,355.945,10.0673,353.684,998.858,0.318,0.0624211,7.89371,0.105345,332.493,11.8605,3.33453,14.5161,21.1916,2.26047,23.452,
Internal Node(7),25.06.1999 17:39:53,459347,-7.32597e+06,2733.39,3.048e-07,356.36,10.061,360.505,999.279,0.318,0.0595382,2.39161,0.0905616,345.528,11.8876,3.49597,20.9943,14.9774,-4.14531,10.8321,
Internal Node(7),27.08.1999 09:58:34,459346,-7.32597e+06,2733.38,0.0332827,348.686,10.0703,347.238,998.526,0.318,0.0563898,3.11389,0.0630204,331.611,11.9471,3.69395,10.7375,15.627,1.44873,17.0757,
Internal Node(7),30.12.1999 18:35:56,459346,-7.32597e+06,2733.36,3.048e-07,345.73,10.0651,351.971,998.793,0.318,0.0543666,2.39161,0.0838693,341.348,11.8543,3.81704,15.2874,10.6235,-6.24064,4.38282,
Internal Node(7),06.09.2000 11:50:41,459345,-7.32597e+06,2733.36,0.188308,352.295,10.0729,347.346,998.518,0.318,0.0521772,563.966,0.0241813,337.037,11.9445,3.95314,8.25614,10.3089,4.9495,15.2584,
Internal Node(7),09.01.2001 20:28:03,459345,-7.32597e+06,2733.21,3.048e-07,356.659,10.0657,356.676,999.046,0.318,0.0467915,2.39161,0.0692254,349.661,10.9927,4.4636,14.2304,7.01536,-0.0168571,6.9985,
Internal Node(7),13.03.2001 12:46:44,459345,-7.32597e+06,2733.21,0.00578402,356.29,10.0666,356.237,998.877,0.318,0.0455981,2.39161,0.043811,345.372,10.7287,4.60995,9.82988,10.8653,0.0526207,10.9179,
Internal Node(7),15.05.2001 05:05:26,459344,-7.32597e+06,2733.22,3.048e-07,357.461,10.0635,359.706,999.018,0.318,0.0447675,2.39161,0.0678343,349.475,10.5701,4.69466,10.792,10.231,-2.24518,7.98582,
Internal Node(7),17.09.2001 13:42:48,459344,-7.32597e+06,2733.22,3.048e-07,359.212,10.0628,360.326,999.008,0.318,0.0440663,2.39161,0.0536857,348.805,10.5433,4.78375,9.21885,11.5207,-1.11395,10.4067,
Internal Node(7),20.01.2002 22:20:10,459344,-7.32597e+06,2733.22,3.048e-07,360.962,10.0595,362.831,999.092,0.318,0.0424928,2.39161,0.0624018,350.734,10.484,4.98601,10.8178,12.0968,-1.86905,10.2277,
Internal Node(7),26.05.2002 06:57:32,459344,-7.32597e+06,2733.22,3.048e-07,362.449,10.0579,365.106,999.16,0.318,0.0411077,2.39161,0.068035,351.725,10.4828,5.17473,11.1749,13.3807,-2.65723,10.7235,
Internal Node(7),28.09.2002 15:34:55,459344,-7.32597e+06,2733.23,3.048e-07,363.442,10.0585,366.406,999.21,0.318,0.0400255,2.39161,0.0685913,351.166,10.4987,5.3371,11.4475,15.2398,-2.96394,12.2759,
Internal Node(7),30.11.2002 07:53:36,459344,-7.32597e+06,2733.23,3.048e-07,363.977,10.0576,367.98,999.236,0.318,0.0388425,2.39161,0.106529,351.823,10.4884,5.51653,11.9199,16.1564,-4.00216,12.1542,
Internal Node(7),01.02.2003 00:12:17,459344,-7.32597e+06,2733.24,3.048e-07,363.23,10.0577,368.498,999.304,0.318,0.0383642,2.39161,0.0615243,351.146,10.487,5.59952,12.2355,17.3517,-5.26811,12.0836,
Internal Node(7),04.04.2003 16:30:58,459344,-7.32597e+06,2733.24,3.048e-07,365.039,10.0574,369.359,999.368,0.318,0.0378439,2.39161,0.129662,351.735,10.4739,5.68651,11.9909,17.6245,-4.32006,13.3045,
Internal Node(7),06.06.2003 08:49:39,459344,-7.32597e+06,2733.24,3.048e-07,365.064,10.0567,369.709,999.294,0.318,0.0372855,2.39161,0.130549,351.605,10.4739,5.77733,12.9244,18.1037,-4.64509,13.4586,
Internal Node(7),09.10.2003 17:27:02,459344,-7.32597e+06,2733.24,3.048e-07,364.814,10.0566,370.069,999.373,0.318,0.0367953,2.39161,0.137094,351.055,10.4749,5.86423,13.1767,19.0141,-5.25465,13.7594,
Internal Node(7),16.06.2004 10:41:46,459344,-7.32597e+06,2733.24,3.048e-07,365.589,10.0559,370.841,999.309,0.318,0.0357885,2.39161,0.107144,350.963,10.4676,6.04346,13.3778,19.8782,-5.25211,14.6261,
Internal Node(7),19.10.2004 19:19:08,459344,-7.32597e+06,2733.24,3.048e-07,365.673,10.0547,371.747,999.314,0.318,0.0339184,2.39161,0.101794,349.911,10.4564,6.40604,14.201,21.8354,-6.07379,15.7616,
Internal Node(7),27.06.2005 12:33:53,459344,-7.32597e+06,2733.24,3.048e-07,365.741,10.0536,372.254,999.317,0.318,0.0330049,2.39161,0.100071,349.556,10.4445,6.5969,15.4855,22.6979,-6.51224,16.1857,
Internal Node(7),10.11.2006 23:03:22,459344,-7.32597e+06,2733.24,3.048e-07,365.557,10.0523,372.741,999.308,0.318,0.0312509,2.39161,0.0909793,348.494,10.4372,6.98515,16.1783,24.2462,-7.1833,17.0629,
Internal Node(7),01.12.2006,459344,-7.32597e+06,2733.25,3.048e-07,364.612,10.0511,373.718,999.525,0.318,0.0284346,2.39161,0.130425,346.302,10.4249,7.72891,16.983,27.4164,-9.10629,18.3101,
Internal Node(7),01.12.2006,459344,-7.32597e+06,2733.25,3.048e-07,364.612,10.0511,373.718,999.525,0.318,0.0284346,2.39161,0.130425,346.302,10.4249,7.72891,16.983,27.4164,-9.10629,18.3101,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Internal Node(8),09.12.1997 22:12:00,459350,-7.32598e+06,2735.3,0.207334,386.095,10.0776,369.644,1000.26,0.318,0.249486,752.757,0.108061,334.324,11.5588,0.771705,57.195,35.32,16.4506,51.7705,
Internal Node(8),05.02.1998 14:35:11,459348,-7.32597e+06,2735.11,0.065619,386.418,10.0603,379.434,1000.09,0.318,0.0781112,23.8636,0.27663,347.434,10.1114,1.59876,48.2663,32,6.98385,38.9839,
Internal Node(8),12.04.1998 23:29:05,459347,-7.32597e+06,2735.45,0.0267018,386.789,10.0582,381.785,1000.21,0.318,0.0859317,2.39161,0.0977124,350.598,10.14,1.92412,37.0356,31.1871,5.00322,36.1903,
Internal Node(8),16.08.1998 08:06:27,459345,-7.32597e+06,2735.55,3.048e-07,369.284,10.0526,381.529,999.891,0.318,0.0719084,2.39161,0.0673825,356.011,10.1051,2.56552,37.3445,25.5181,-12.2445,13.2736,
Internal Node(8),18.10.1998 00:25:09,459345,-7.32597e+06,2735.48,0.0360707,358.508,10.0741,352.848,999.007,0.318,0.0711332,3.96379,0.0946795,329.102,10.159,2.93941,15.1658,23.7452,5.66069,29.4059,
Internal Node(8),19.12.1998 16:43:50,459344,-7.32597e+06,2735.54,3.048e-07,359.155,10.061,361.781,999.394,0.318,0.0635138,2.39161,0.0600427,347.026,10.1009,3.32328,29.1604,14.755,-2.62579,12.1292,
Internal Node(8),20.02.1999 09:02:31,459343,-7.32597e+06,2735.27,0.0843104,356.074,10.0673,349.557,998.864,0.318,0.0590981,50.6162,0.107326,332.834,10.1511,3.5441,16.0674,16.7234,6.51736,23.2407,
Internal Node(8),25.06.1999 17:39:53,459342,-7.32596e+06,2735.42,3.048e-07,356.49,10.061,356.196,999.279,0.318,0.055543,2.39161,0.0447897,345.829,10.1127,3.81432,23.7829,10.3678,0.29328,10.6611,
Internal Node(8),27.08.1999 09:58:34,459341,-7.32596e+06,2734.53,0.0613963,348.741,10.0703,343.295,998.529,0.318,0.0495116,19.5467,0.106391,331.699,10.2763,4.15068,12.1566,11.5968,5.44605,17.0429,
Internal Node(8),30.12.1999 18:35:56,459340,-7.32596e+06,2734.91,3.048e-07,345.832,10.0651,348.226,998.8,0.318,0.0483649,2.39161,0.0371152,341.498,10.134,4.32927,17.5153,6.7287,-2.39404,4.33467,
Internal Node(8),06.09.2000 11:50:41,459339,-7.32596e+06,2734.54,0.229516,352.41,10.0729,344.136,998.521,0.318,0.0449619,1021.15,0.0363531,337.229,10.1885,4.6006,9.43402,6.90707,8.27414,15.1812,
Internal Node(8),09.01.2001 20:28:03,459338,-7.32595e+06,2734.99,0.0335974,356.794,10.0657,354.581,999.054,0.318,0.0409562,3.20303,0.033715,349.369,10.1453,5.18081,15.7926,5.21284,2.21248,7.42532,
