frac01
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Perimeter Node(15),09.10.2003 17:27:02,459330,-7.32594e+06,2728.5,3.048e-07,364.259,10.1027,370.332,999.35,0.318,0.0638602,2.39161,0.0439729,349.628,14.6939,3.28326,7.59391,20.7046,-6.07297,14.6317,
Perimeter Node(15),16.06.2004 10:41:46,459330,-7.32594e+06,2728.5,0.000482376,365.031,10.1009,370.639,999.283,0.318,0.0619189,2.39161,0.0464196,349.503,14.5554,3.38729,7.75493,21.1362,-5.60828,15.5279,
Perimeter Node(15),19.10.2004 19:19:08,459330,-7.32594e+06,2728.5,0.0023192,365.116,10.098,370.786,999.288,0.318,0.058472,2.39161,0.0464838,348.447,14.3319,3.59188,8.33515,22.3381,-5.66955,16.6685,
Perimeter Node(15),27.06.2005 12:33:53,459330,-7.32594e+06,2728.5,0.00320914,365.186,10.0948,370.899,999.291,0.318,0.0567967,2.39161,0.0456604,348.049,14.2122,3.70009,9.12435,22.8504,-5.71291,17.1375,
Perimeter Node(15),10.11.2006 23:03:22,459330,-7.32594e+06,2728.48,0.00632046,365.01,10.0914,370.543,999.283,0.318,0.0533471,2.39161,0.0429515,346.957,14.025,3.93564,9.60277,23.5858,-5.53316,18.0526,
Perimeter Node(15),01.12.2006,459330,-7.32594e+06,2728.49,3.048e-07,364.071,10.0899,370.58,999.504,0.318,0.0486067,2.39161,0.0437233,344.77,13.7858,4.33507,10.2479,25.8104,-6.50932,19.3011,
Perimeter Node(15),01.12.2006,459330,-7.32594e+06,2728.49,3.048e-07,364.071,10.0899,370.58,999.504,0.318,0.0486067,2.39161,0.0437233,344.77,13.7858,4.33507,10.2479,25.8104,-6.50932,19.3011,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Perimeter Node(16),09.12.1997 22:12:00,459346,-7.32597e+06,2731.67,0.0279007,385.723,10.1155,392.091,1000.25,0.318,0.0612416,2.39161,0.0621144,328.553,30.9553,0.270482,39.4807,63.5383,-6.36789,57.1704,
Perimeter Node(16),05.02.1998 14:35:11,459342,-7.32596e+06,2731.85,0.0137006,386.09,10.0768,391.004,1000.09,0.318,0.172616,2.39161,0.0510028,342.71,21.9271,0.71488,35.9467,48.2942,-4.91444,43.3798,
Perimeter Node(16),12.04.1998 23:29:05,459340,-7.32596e+06,2731.15,3.048e-07,386.45,10.0788,394.204,1000.19,0.318,0.146251,2.39161,0.025808,350.759,20.9562,1.12085,24.3302,43.4448,-7.75365,35.6912,
Perimeter Node(16),16.08.1998 08:06:27,459337,-7.32596e+06,2729.95,3.048e-07,368.779,10.0662,392.801,999.891,0.318,0.104483,2.39161,0.0315366,352.959,21.2787,1.47032,23.17,39.8421,-24.0219,15.8202,
Perimeter Node(16),18.10.1998 00:25:09,459336,-7.32595e+06,2729.84,3.048e-07,358.014,10.1549,367.253,998.982,0.318,0.115397,2.39161,0.0258647,328.458,20.9451,1.75629,8.93686,38.7946,-9.23833,29.5563,
Perimeter Node(16),19.12.1998 16:43:50,459333,-7.32595e+06,2729.32,3.048e-07,358.592,10.1058,374.049,999.394,0.318,0.115162,2.39161,0.0253024,344.684,20.1341,1.74194,16.9669,29.3654,-15.4577,13.9077,
Perimeter Node(16),20.02.1999 09:02:31,459332,-7.32594e+06,2729.24,3.048e-07,355.464,10.131,363.824,998.836,0.318,0.11292,2.39161,0.0327316,332.247,20.2616,1.78293,8.74669,31.577,-8.35996,23.217,
Perimeter Node(16),25.06.1999 17:39:53,459329,-7.32594e+06,2728.54,3.048e-07,355.849,10.1076,368.715,999.275,0.318,0.116935,2.39161,0.0143165,344.111,19.8109,1.73742,12.8009,24.6041,-12.8653,11.7387,
Perimeter Node(16),27.08.1999 09:58:34,459329,-7.32594e+06,2728.52,3.048e-07,348.13,10.1429,357.212,998.5,0.318,0.109304,2.39161,0.033872,330.935,19.6081,1.89337,6.53482,26.2766,-9.08158,17.195,
Perimeter Node(16),30.12.1999 18:35:56,459326,-7.32593e+06,2728.44,3.048e-07,345.218,10.1232,360.214,998.769,0.318,0.106496,2.39161,0.00581604,339.917,18.2335,1.93195,10.1787,20.2972,-14.9961,5.30107,
Perimeter Node(16),06.09.2000 11:50:41,459322,-7.32592e+06,2728.45,3.048e-07,351.804,10.1539,357.288,998.493,0.318,0.097801,2.39161,0.00750541,336.714,17.0005,1.89961,5.84378,20.5735,-5.48412,15.0894,
Perimeter Node(16),09.01.2001 20:28:03,459322,-7.32592e+06,2727.85,3.048e-07,356.104,10.1289,363.099,999.021,0.318,0.0823842,2.39161,0.00431447,347.395,16.5181,2.24625,9.69519,15.7048,-6.99494,8.70983,
Perimeter Node(16),13.03.2001 12:46:44,459322,-7.32592e+06,2727.86,3.048e-07,355.723,10.1332,361.426,998.851,0.318,0.0850262,2.39161,0.00949446,342.74,16.4752,2.36639,7.11528,18.6856,-5.70315,12.9825,
Perimeter Node(16),15.05.2001 05:05:26,459320,-7.32592e+06,2727.87,3.048e-07,356.911,10.1224,363.631,998.992,0.318,0.0827732,2.39161,0.0074527,346.243,15.7614,2.43029,8.56498,17.3875,-6.72017,10.6674,
Perimeter Node(16),17.09.2001 13:42:48,459320,-7.32592e+06,2727.87,3.048e-07,358.652,10.1205,364.063,998.982,0.318,0.0796624,2.39161,0.0123655,346.253,15.6006,2.50815,7.14187,17.8101,-5.41169,12.3984,
Perimeter Node(16),20.01.2002 22:20:10,459320,-7.32592e+06,2727.87,3.048e-07,360.408,10.1087,365.204,999.066,0.318,0.0748002,2.39161,0.0102543,347.959,15.2267,2.6721,8.3422,17.2454,-4.79652,12.4489,
Perimeter Node(16),26.05.2002 06:57:32,459319,-7.32592e+06,2727.88,3.048e-07,361.9,10.104,366.509,999.134,0.318,0.0705647,2.39161,0.00919549,349.174,14.9348,2.82525,8.52177,17.3352,-4.6089,12.7263,
Perimeter Node(16),28.09.2002 15:34:55,459320,-7.32592e+06,2727.9,0.00608892,362.886,10.1074,366.655,999.184,0.318,0.067023,2.39161,0.0127726,348.832,14.7559,2.97137,8.44298,17.8228,-3.76884,14.0539,
Perimeter Node(16),30.11.2002 07:53:36,459319,-7.32592e+06,2727.91,0.00628128,363.406,10.1048,367.052,999.209,0.318,0.0639052,2.39161,0.0155397,349.396,14.5363,3.1143,8.81219,17.6561,-3.64645,14.0096,
Perimeter Node(16),01.02.2003 00:12:17,459320,-7.32592e+06,2727.94,3.048e-07,362.689,10.1056,366.846,999.278,0.318,0.062168,2.39161,0.00774559,348.893,14.4613,3.19875,8.77047,17.9529,-4.15702,13.7959,
Perimeter Node(16),04.04.2003 16:30:58,459320,-7.32592e+06,2727.95,0.013529,364.444,10.1049,367.015,999.344,0.318,0.0607906,2.39161,0.0207867,349.401,14.3719,3.27004,8.61798,17.6148,-2.57138,15.0435,
Perimeter Node(16),06.06.2003 08:49:39,459320,-7.32592e+06,2727.95,0.0158838,364.469,10.1026,366.856,999.266,0.318,0.05949,2.39161,0.0202197,349.204,14.2805,3.34035,9.3051,17.6526,-2.3875,15.2651,
Perimeter Node(16),09.10.2003 17:27:02,459320,-7.32592e+06,2727.97,0.0142194,364.218,10.1027,366.659,999.349,0.318,0.0582227,2.39161,0.0215583,348.755,14.219,3.41177,9.36427,17.9036,-2.44145,15.4622,
Perimeter Node(16),16.06.2004 10:41:46,459320,-7.32592e+06,2727.97,0.0234498,364.999,10.1009,366.605,999.281,0.318,0.0559795,2.39161,0.018177,348.591,14.0794,3.54901,9.53191,18.0146,-1.60588,16.4087,
Perimeter Node(16),19.10.2004 19:19:08,459320,-7.32592e+06,2727.97,0.0302366,365.087,10.098,366.151,999.287,0.318,0.0519355,2.39161,0.0167366,347.52,13.8606,3.82461,10.0767,18.6316,-1.06401,17.5676,
Perimeter Node(16),27.06.2005 12:33:53,459320,-7.32592e+06,2727.97,0.0336105,365.157,10.0948,365.955,999.29,0.318,0.050075,3.20679,0.0181558,347.068,13.7492,3.96718,10.9409,18.8873,-0.798033,18.0893,
Perimeter Node(16),10.11.2006 23:03:22,459320,-7.32592e+06,2727.97,0.040444,364.98,10.0914,365.387,999.281,0.318,0.0466465,5.58736,0.0214397,345.919,13.5545,4.25979,11.5503,19.4686,-0.40696,19.0616,
Perimeter Node(16),01.12.2006,459320,-7.32592e+06,2727.99,0.0405706,364.043,10.0899,364.352,999.502,0.318,0.0412726,5.64003,0.0214578,343.782,13.3133,4.80936,11.9072,20.57,-0.30896,20.261,
Perimeter Node(16),01.12.2006,459320,-7.32592e+06,2727.99,0.0405706,364.043,10.0899,364.352,999.502,0.318,0.0412726,5.64003,0.0214578,343.782,13.3133,4.80936,11.9072,20.57,-0.30896,20.261,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Perimeter Node(17),09.12.1997 22:12:00,459344,-7.32597e+06,2732.1,0.0150641,385.715,10.1155,389.462,1000.25,0.318,0.267037,2.39161,0.0846691,324.148,31.1885,0.0507098,41.4878,65.3145,-3.74673,61.5677,
Perimeter Node(17),05.02.1998 14:35:11,459338,-7.32596e+06,2731.91,0.0124256,386.09,10.0768,388.017,1000.09,0.318,0.0835201,2.39161,0.0327902,338.649,22.602,0.342245,37.1057,49.3678,-1.92747,47.4404,
Perimeter Node(17),12.04.1998 23:29:05,459336,-7.32595e+06,2731.16,0.000483242,386.397,10.0788,391.061,1000.19,0.318,0.0873185,2.39161,0.0278474,351.367,20.3096,1.05141,24.7753,39.6937,-4.6643,35.0294,
Perimeter Node(17),16.08.1998 08:06:27,459332,-7.32594e+06,2729.61,3.048e-07,368.376,10.0662,391.139,999.891,0.318,0.167253,2.39161,0.635783,349.756,23.7261,0.912036,23.7787,41.3836,-22.7637,18.6199,
Perimeter Node(17),18.10.1998 00:25:09,459330,-7.32594e+06,2729.57,3.048e-07,357.869,10.1549,364.869,998.977,0.318,0.132104,2.39161,0.0464293,328.014,20.8683,1.24239,6.6597,36.8553,-7.00019,29.8551,
Perimeter Node(17),19.12.1998 16:43:50,459327,-7.32593e+06,2728.92,3.048e-07,358.2,10.1058,370.556,999.394,0.318,0.131089,2.39161,0.448275,342.773,20.026,1.35364,19.4577,27.7829,-12.3554,15.4275,
Perimeter Node(17),20.02.1999 09:02:31,459326,-7.32593e+06,2728.95,3.048e-07,355.186,10.131,361.252,998.823,0.318,0.151827,2.39161,0.0975768,332.092,19.3377,1.32878,8.73346,29.1596,-6.06554,23.094,
Perimeter Node(17),25.06.1999 17:39:53,459322,-7.32592e+06,2728.27,3.048e-07,355.699,10.1076,366.433,999.273,0.318,0.0911073,2.39161,0.0745117,342.061,18.9184,1.08581,15.9975,24.3721,-10.7336,13.6385,
Perimeter Node(17),27.08.1999 09:58:34,459322,-7.32592e+06,2728.3,3.048e-07,347.809,10.1429,356.893,998.484,0.318,0.135341,2.39161,0.11078,330.813,18.0487,1.39595,7.72082,26.0801,-9.08394,16.9962,
Perimeter Node(17),30.12.1999 18:35:56,459318,-7.32591e+06,2728.45,3.048e-07,345.266,10.1232,359.91,998.767,0.318,0.135094,2.39161,0.141884,338.198,16.6141,1.39355,13.2485,21.7117,-14.6442,7.06748,
Perimeter Node(17),06.09.2000 11:50:41,459313,-7.3259e+06,2728.49,3.048e-07,351.753,10.1539,358.663,998.474,0.318,0.0847214,2.39161,0.0472388,336.895,15.5317,1.40106,6.98253,21.7672,-6.9093,14.8579,
Perimeter Node(17),09.01.2001 20:28:03,459313,-7.3259e+06,2727.93,3.048e-07,356.112,10.1289,364.277,999.022,0.318,0.061368,2.39161,0.00116735,345.707,15.4915,1.94994,13.5206,18.5702,-8.16477,10.4055,
Perimeter Node(17),13.03.2001 12:46:44,459313,-7.3259e+06,2727.94,3.048e-07,355.727,10.1332,362.697,998.851,0.318,0.0720065,2.39161,0.00905989,341.493,15.3253,2.1063,9.93334,21.2039,-6.96992,14.234,
Perimeter Node(17),15.05.2001 05:05:26,459311,-7.3259e+06,2727.9,3.048e-07,356.888,10.1224,361.738,998.992,0.318,0.0658465,2.39161,0.0253199,344.42,14.5956,2.30723,12.0356,17.318,-4.85023,12.4678,
Perimeter Node(17),17.09.2001 13:42:48,459309,-7.32589e+06,2727.88,0.027321,358.658,10.1205,360.626,998.982,0.318,0.0625518,2.39161,0.00551095,344.552,14.1091,2.45636,10.3857,16.074,-1.96856,14.1054,
Perimeter Node(17),20.01.2002 22:20:10,459309,-7.32589e+06,2727.97,0.0410555,360.424,10.1087,360.736,999.067,0.318,0.0576884,5.84466,0.00761674,346.085,13.5652,2.67674,12.1642,14.6509,-0.311421,14.3394,
Perimeter Node(17),26.05.2002 06:57:32,459309,-7.32589e+06,2728.01,0.0395135,361.92,10.104,361.97,999.135,0.318,0.0249016,5.21055,0.00619567,347.451,13.2376,2.84979,12.2774,14.5189,-0.0504134,14.4685,
Perimeter Node(17),28.09.2002 15:34:55,459309,-7.32589e+06,2728.01,0.0377057,362.905,10.1074,362.898,999.185,0.318,0.0509075,4.52759,0.00832906,347.274,13.2293,2.96439,12.009,15.624,0.00620647,15.6302,
Perimeter Node(17),30.11.2002 07:53:36,459309,-7.32589e+06,2728.02,0.0377696,363.429,10.1048,363.351,999.21,0.318,0.0481926,4.55064,0.0105917,347.745,13.0206,3.11378,12.5753,15.6057,0.0783137,15.684,
Perimeter Node(17),01.02.2003 00:12:17,459310,-7.32589e+06,2728.01,0.0230149,362.7,10.1056,364.24,999.279,0.318,0.0473164,2.39161,0.00492179,347.424,13.1689,3.16055,12.2907,16.816,-1.5403,15.2757,
Perimeter Node(17),04.04.2003 16:30:58,459310,-7.3259e+06,2728.01,0.0335496,364.465,10.1049,364.758,999.344,0.318,0.0459355,3.1894,0.0105977,347.863,13.1471,3.22618,12.1363,16.8949,-0.29232,16.6026,
Perimeter Node(17),06.06.2003 08:49:39,459310,-7.32589e+06,2728.02,0.0374638,364.49,10.1026,364.375,999.267,0.318,0.0447206,4.44101,0.0118781,347.603,13.0104,3.30464,13.0884,16.7717,0.115204,16.8869,
Perimeter Node(17),09.10.2003 17:27:02,459310,-7.3259e+06,2728.02,0.0327193,364.241,10.1027,364.594,999.349,0.318,0.043878,2.95841,0.0111905,347.261,13.0243,3.36774,13.0473,17.3329,-0.352874,16.98,
Perimeter Node(17),16.06.2004 10:41:46,459310,-7.32589e+06,2728.02,0.0411359,365.014,10.1009,364.385,999.282,0.318,0.0421426,5.87907,0.010235,347.036,12.8972,3.50715,13.3104,17.3496,0.628869,17.9785,
Perimeter Node(17),19.10.2004 19:19:08,459310,-7.32589e+06,2728.01,0.0472843,365.098,10.098,363.801,999.287,0.318,0.0390866,8.92887,0.0092584,345.966,12.7521,3.78212,13.9837,17.835,1.29701,19.132,
Perimeter Node(17),27.06.2005 12:33:53,459310,-7.3259e+06,2728.01,0.0506711,365.166,10.0948,363.5,999.29,0.318,0.0376743,10.9882,0.0083286,345.453,12.6776,3.9243,15.1268,18.0464,1.6663,19.7127,
Perimeter Node(17),10.11.2006 23:03:22,459309,-7.32589e+06,2727.88,0.054525,364.975,10.0914,362.423,999.281,0.318,0.0357263,13.6909,0.00612721,344.2,12.5578,4.14055,15.7983,18.2235,2.55149,20.775,
Perimeter Node(17),01.12.2006,459310,-7.3259e+06,2727.89,0.0507605,364.037,10.0899,361.82,999.501,0.318,0.0322234,11.0465,0.0061315,342.208,12.4729,4.70855,16.0419,19.6113,2.2167,21.828,
Perimeter Node(17),01.12.2006,459310,-7.3259e+06,2727.89,0.0507605,364.037,10.0899,361.82,999.501,0.318,0.0322234,11.0465,0.0061315,342.208,12.4729,4.70855,16.0419,19.6113,2.2167,21.828,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Perimeter Node(18),09.12.1997 22:12:00,459341,-7.32596e+06,2733.2,0.0150918,385.422,10.1155,384.32,1000.23,0.318,0.337699,2.39161,0.169745,321.582,29.3366,0.0373547,30.5614,62.7378,1.10173,63.8395,
Perimeter Node(18),05.02.1998 14:35:11,459335,-7.32595e+06,2732.2,0.0231186,386.05,10.0768,383.668,1000.09,0.318,0.30174,2.39161,0.0258266,335.228,22.0446,0.0853069,31.5423,48.4401,2.3823,50.8224,
Perimeter Node(18),12.04.1998 23:29:05,459333,-7.32594e+06,2731.49,0.0161165,386.307,10.0788,386.63,1000.17,0.318,0.14151,2.39161,0.0458599,347.439,20.2156,0.643763,15.2496,39.1913,-0.323512,38.8678,
Perimeter Node(18),16.08.1998 08:06:27,459328,-7.32593e+06,2729.53,3.048e-07,363.875,10.0662,386.182,999.891,0.318,0.116427,2.39161,1.30833,345.639,24.424,0.125055,25.0777,40.5431,-22.3071,18.236,
Perimeter Node(18),18.10.1998 00:25:09,459325,-7.32593e+06,2730.53,0.0274952,357.818,10.1549,357.075,998.978,0.318,0.219062,2.39161,0.0440667,326.117,17.0661,0.733863,4.07193,30.9577,0.743244,31.701,
Perimeter Node(18),19.12.1998 16:43:50,459321,-7.32592e+06,2729.02,3.048e-07,354.39,10.1058,366.939,999.394,0.318,0.0581345,2.39161,0.921741,338.194,19.8025,0.264222,23.0359,28.7455,-12.5495,16.196,
Perimeter Node(18),20.02.1999 09:02:31,459321,-7.32592e+06,2730.01,0.0182515,354.778,10.131,355.227,998.804,0.318,0.145933,2.39161,0.166256,331.77,15.3571,0.669678,8.2062,23.4579,-0.449329,23.0086,
Perimeter Node(18),25.06.1999 17:39:53,459313,-7.3259e+06,2728.76,3.048e-07,354.124,10.1076,361.107,999.274,0.318,0.153411,2.39161,0.180468,337.032,16.6343,0.12708,20.6759,24.0754,-6.98316,17.0922,
Perimeter Node(18),27.08.1999 09:58:34,459313,-7.3259e+06,2728.75,3.048e-07,346.245,10.1429,354.795,998.41,0.318,0.0846892,2.39161,0.273675,329.236,15.6823,0.820327,9.73176,25.5588,-8.55002,17.0088,
Perimeter Node(18),30.12.1999 18:35:56,459302,-7.32588e+06,2728.5,0.0801071,343.837,10.1232,340.736,998.763,0.318,0.444442,43.4169,1.71874,331.736,11.4627,0.0261277,8.75733,8.99952,3.1008,12.1003,
Perimeter Node(18),06.09.2000 11:50:41,459308,-7.32589e+06,2728.25,0.0212412,351.649,10.1539,350.939,998.425,0.318,0.0337305,2.39161,0.036863,337.3,13.7112,1.80782,6.74178,13.639,0.710049,14.3491,
Perimeter Node(18),09.01.2001 20:28:03,459298,-7.32587e+06,2727.71,0.0818727,356.084,10.1289,348.688,999.021,0.318,0.0333681,46.3514,0.0175503,340.657,11.4018,0.490927,20.5896,8.03105,7.39566,15.4267,
Perimeter Node(18),13.03.2001 12:46:44,459303,-7.32588e+06,2727.75,0.0466146,355.674,10.1332,351.863,998.848,0.318,0.0430036,8.55484,0.0154355,339.969,12.6432,1.98542,13.0553,11.8945,3.81108,15.7055,
Perimeter Node(18),15.05.2001 05:05:26,459304,-7.32588e+06,2727.77,0.0295684,356.793,10.1224,354.42,998.991,0.318,0.0386929,2.39161,0.0426973,342.621,12.7455,2.24457,14.8609,11.7993,2.37242,14.1717,
Perimeter Node(18),17.09.2001 13:42:48,459299,-7.32587e+06,2730.1,0.0980937,358.856,10.1205,352.18,998.991,0.318,0.0190379,79.7205,0.0415406,342.984,10.1892,1.1657,14.1259,9.19638,6.67579,15.8722,
Perimeter Node(18),20.01.2002 22:20:10,459298,-7.32587e+06,2729.54,0.0819983,360.568,10.1087,353.566,999.073,0.318,0.0279556,46.5651,0.0116738,344.072,10.1834,0.904649,16.4575,9.49439,7.00189,16.4963,
Perimeter Node(18),26.05.2002 06:57:32,459298,-7.32587e+06,2729.06,0.0674404,362.014,10.104,355.521,999.14,0.318,0.0304442,25.9063,0.00632751,345.346,10.1843,0.99618,16.7202,10.1752,6.49284,16.668,
Perimeter Node(18),28.09.2002 15:34:55,459299,-7.32587e+06,2728.82,0.0671628,362.977,10.1074,356.554,999.188,0.318,0.0224855,25.5877,0.00617905,345.288,10.1972,1.39096,16.5304,11.266,6.42268,17.6887,
Perimeter Node(18),30.11.2002 07:53:36,459298,-7.32587e+06,2728.58,0.0586337,363.478,10.1048,357.154,999.213,0.318,0.0225619,17.025,0.00424555,345.466,10.1964,1.28501,17.2925,11.6881,6.32419,18.0123,
Perimeter Node(18),01.02.2003 00:12:17,459300,-7.32587e+06,2728.52,0.0521739,362.748,10.1056,357.764,999.281,0.318,0.0182974,11.9952,0.00504525,345.413,10.1987,1.70581,17.089,12.3506,4.98422,17.3349,
Perimeter Node(18),04.04.2003 16:30:58,459300,-7.32587e+06,2728.5,0.0624489,364.51,10.1049,358.171,999.346,0.318,0.0138692,20.5693,0.00468343,345.732,10.1987,1.81825,17.0035,12.4394,6.3394,18.7789,
Perimeter Node(18),06.06.2003 08:49:39,459299,-7.32587e+06,2728.4,0.0580418,364.524,10.1026,357.95,999.268,0.318,0.0145007,16.5146,0.00341727,345.324,10.1996,1.63647,18.1395,12.626,6.57349,19.1995,
Perimeter Node(18),09.10.2003 17:27:02,459300,-7.32587e+06,2728.38,0.0569736,364.274,10.1027,358.288,999.35,0.318,0.0144395,15.6195,0.00409014,345.191,10.345,1.87691,17.9012,13.0976,5.98582,19.0834,
Perimeter Node(18),16.06.2004 10:41:46,459300,-7.32587e+06,2728.34,0.0603821,365.044,10.1009,358.24,999.283,0.318,0.0129113,18.5939,0.00258765,344.868,10.3514,1.87354,18.2006,13.3716,6.80427,20.1758,
Perimeter Node(18),19.10.2004 19:19:08,459300,-7.32587e+06,2728.3,0.0632288,365.126,10.098,357.877,999.289,0.318,0.0124032,21.3496,0.00189593,343.818,10.3902,2.04924,18.9978,14.0592,7.24891,21.3081,
Perimeter Node(18),27.06.2005 12:33:53,459300,-7.32587e+06,2728.28,0.0641294,365.192,10.0948,357.662,999.292,0.318,0.0116835,22.275,0.00160061,343.258,10.4133,2.13519,20.4085,14.4047,7.5295,21.9343,
Perimeter Node(18),10.11.2006 23:03:22,459299,-7.32587e+06,2728.07,0.0656959,364.993,10.0914,356.869,999.282,0.318,0.0133741,23.9475,0.00121951,341.874,10.4416,1.85119,21.2128,14.9951,8.12408,23.1192,
Perimeter Node(18),01.12.2006,459300,-7.32587e+06,2728.06,0.0667347,364.053,10.0899,356.328,999.502,0.318,0.0126359,25.1016,0.00130566,340.108,10.5917,2.59104,21.3686,16.2205,7.7245,23.945,
Perimeter Node(18),01.12.2006,459300,-7.32587e+06,2728.06,0.0667347,364.053,10.0899,356.328,999.502,0.318,0.0126359,25.1016,0.00130566,340.108,10.5917,2.59104,21.3686,16.2205,7.7245,23.945,
,Date,XCoord (m),YCoord (m),ZCoord (m),Width (cm),Pressure (BARa),Temperature (deg C),Stress (BARa),Density (Kg/m3),Viscosity (mPa.s),LeakoffMobility (m/day/bar),Conductivity (D.m),Velocity (m/sec),ResPressure (BARa),ResTemperature (deg C),FiltrateThickness (cm),FiltratePressureDrop (bar),EffectiveResStress (bar),EffectiveFracStress (bar),LeakoffPressureDrop (bar),
Left Node(19),09.12.1997 22:12:00,459341,-7.32596e+06,2736.19,0.0286339,385.64,10.1155,383.187,1000.24,0.318,0.37812,2.39161,0.178977,321.012,28.4489,0.0319595,26.1473,62.1744,2.45377,64.6281,
Left Node(19),05.02.1998 14:35:11,459333,-7.32594e+06,2735.45,0.11545,386.283,10.0768,376.102,1000.09,0.318,0.418804,129.964,0.497661,334.041,16.6816,0.0577927,21.3689,42.061,10.181,52.242,
Left Node(19),12.04.1998 23:29:05,459330,-7.32594e+06,2736.82,0.127173,386.602,10.0788,377.966,1000.15,0.318,0.521033,173.713,1.04177,343.274,14.1513,0.137387,4.22646,34.6925,8.63623,43.3288,
Left Node(19),16.08.1998 08:06:27,459325,-7.32593e+06,2737.22,3.048e-07,356.957,10.0662,374.348,999.891,0.318,2.90638,2.39161,1.74645,344.388,13.3449,0.0710047,16.5807,29.9602,-17.3911,12.5691,
Left Node(19),18.10.1998 00:25:09,459323,-7.32592e+06,2736.93,0.0827961,358.316,10.1549,353.451,999.005,0.318,0.253857,47.9376,0.329141,324.909,10.9036,0.175799,1.34297,28.5422,4.86534,33.4075,
Left Node(19),19.12.1998 16:43:50,459318,-7.32591e+06,2737.15,3.048e-07,348.21,10.1058,359.564,999.394,0.318,1.72815,2.39161,1.24092,336.426,11.0957,0.0361412,12.3155,23.1382,-11.3537,11.7845,
Left Node(19),20.02.1999 09:02:31,459316,-7.32591e+06,2736.06,0.031855,353.849,10.131,352.377,998.76,0.318,0.505104,2.73009,0.262116,329.633,10.4241,0.179437,2.38591,22.7435,1.47204,24.2155,
Left Node(19),25.06.1999 17:39:53,459312,-7.3259e+06,2736.68,3.048e-07,354.369,10.1076,355.877,999.279,0.318,0.14283,2.39161,0.188648,336.772,10.5493,0.043011,11.097,19.1052,-1.50789,17.5973,
Left Node(19),27.08.1999 09:58:34,459308,-7.32589e+06,2733.14,0.0520543,344.448,10.1429,344.056,998.328,0.318,0.888815,11.9128,1.06493,327.471,10.3072,0.264958,3.42531,16.5853,0.392566,16.9778,
