Clean water 60degC 3000Sm3
,Date,LiquidProduced (Sm3/day),WaterProduced (Sm3/day),OilProduced (Sm3/day),GasProduced (1000Sm3/d),GOR (Sm3/Sm3),WaterCut (fraction),WaterGasRatio (Sm3/Sm3),CGR (Sm3/Sm3),CumLiquidProduced (Sm3),CumWaterProduced (Sm3),CumOilProduced (Sm3),CumGasProduced (MSm3),LiquidInjected (Sm3/day),WaterInjected (Sm3/day),OilInjected (Sm3/day),GasInjected (1000Sm3/d),CumLiquidInjected (Sm3),CumWaterInjected (Sm3),CumOilInjected (Sm3),CumGasInjected (MSm3),CumHeatInjected (kJ),FracLiquidProduced (Sm3/day),FracWaterProduced (Sm3/day),FracOilProduced (Sm3/day),FracGasProduced (1000Sm3/d),FracLiquidInjected (Sm3/day),FracWaterInjected (Sm3/day),FracOilInjected (Sm3/day),FracGasInjected (1000Sm3/d),DownholeRate (rm3/day),VoidageRate (rm3/day),CumVoidage (rm3),GasLiftRate (1000Sm3/d),DiluentRate (Sm3/day),JetRate (Sm3/day),SurfactantRate (Kg/day),NPV (MMUS$),
Clean water 60degC 3000Sm3,02.04.2001 16:48:00,2848.39,2273.5,574.886,1.01875e-13,1.772e-13,0.798171,2.23175e+13,5.6433e+12,4.70898e+06,646578,4.0624e+06,7.19896e-13,2999.85,2999.85,0,0,5.75581e+06,5.75581e+06,0,0,1.12189e+12,0,0,0,0,1374.2,1374.2,0,0,-5.69726,0,0,0,0,0,0,1205.5,
Clean water 60degC 3000Sm3,12.04.2001 16:48:00,2852.04,2291.02,561.019,9.94176e-14,1.772e-13,0.803292,2.30454e+13,5.6433e+12,4.7375e+06,669489,4.06801e+06,7.2089e-13,2999.85,2999.85,0,0,5.78581e+06,5.78581e+06,0,0,1.12348e+12,0,0,0,0,1374.21,1374.21,0,0,-5.5541,0,0,0,0,0,0,1206.58,
Clean water 60degC 3000Sm3,22.04.2001 16:48:00,2855.48,2307.5,547.979,9.71068e-14,1.772e-13,0.808096,2.37636e+13,5.6433e+12,4.76606e+06,692564,4.07349e+06,7.21861e-13,2999.85,2999.85,0,0,5.81581e+06,5.81581e+06,0,0,1.12503e+12,0,0,0,0,1374.27,1374.27,0,0,-5.42056,0,0,0,0,0,0,1207.63,
Clean water 60degC 3000Sm3,02.05.2001 16:48:00,2858.77,2323.27,535.497,9.48949e-14,1.772e-13,0.812683,2.44837e+13,5.6433e+12,4.79464e+06,715796,4.07885e+06,7.2281e-13,2999.85,2999.85,0,0,5.84581e+06,5.84581e+06,0,0,1.12654e+12,0,0,0,0,1374.37,1374.37,0,0,-5.28951,0,0,0,0,0,0,1208.64,
Clean water 60degC 3000Sm3,12.05.2001 16:48:00,2861.87,2338.12,523.747,9.28127e-14,1.772e-13,0.816991,2.51929e+13,5.6433e+12,4.82326e+06,739177,4.08408e+06,7.23738e-13,2999.85,2999.85,0,0,5.87581e+06,5.87581e+06,0,0,1.12802e+12,0,0,0,0,1374.44,1374.44,0,0,-5.1684,0,0,0,0,0,0,1209.63,
Clean water 60degC 3000Sm3,22.05.2001 16:48:00,2864.77,2352.03,512.74,9.08621e-14,1.772e-13,0.821019,2.58868e+13,5.6433e+12,4.85191e+06,762698,4.08921e+06,7.24647e-13,2999.85,2999.85,0,0,5.90581e+06,5.90581e+06,0,0,1.12947e+12,0,0,0,0,1374.54,1374.54,0,0,-5.05319,0,0,0,0,0,0,1210.59,
Clean water 60degC 3000Sm3,01.06.2001 16:48:00,2867.5,2365.14,502.363,8.90233e-14,1.772e-13,0.824808,2.65688e+13,5.6433e+12,4.88058e+06,786349,4.09424e+06,7.25537e-13,2999.85,2999.85,0,0,5.9358e+06,5.9358e+06,0,0,1.13089e+12,0,0,0,0,1374.61,1374.61,0,0,-4.94481,0,0,0,0,0,0,1211.52,
Clean water 60degC 3000Sm3,11.06.2001 16:48:00,2870.08,2377.49,492.586,8.72908e-14,1.772e-13,0.828372,2.72377e+13,5.6433e+12,4.90929e+06,810124,4.09916e+06,7.2641e-13,2999.85,2999.85,0,0,5.9658e+06,5.9658e+06,0,0,1.13228e+12,0,0,0,0,1374.7,1374.7,0,0,-4.84295,0,0,0,0,0,0,1212.42,
Clean water 60degC 3000Sm3,21.06.2001 16:48:00,2872.58,2389.46,483.119,8.5613e-14,1.772e-13,0.831817,2.79112e+13,5.6433e+12,4.93801e+06,834018,4.10399e+06,7.27266e-13,2999.85,2999.85,0,0,5.9958e+06,5.9958e+06,0,0,1.13364e+12,0,0,0,0,1374.79,1374.79,0,0,-4.74358,0,0,0,0,0,0,1213.3,
Clean water 60degC 3000Sm3,23.06.2001,2872.9,2391.01,481.888,8.5395e-14,1.772e-13,0.832264,2.80007e+13,5.6433e+12,4.94175e+06,837127,4.10462e+06,7.27377e-13,2999.85,2999.85,0,0,5.9997e+06,5.9997e+06,0,0,1.13382e+12,0,0,0,0,1374.87,1374.87,0,0,-4.73178,0,0,0,0,0,0,1213.42,
Clean water 60degC 3000Sm3,23.06.2001,2872.9,2391.01,481.888,8.5395e-14,1.772e-13,0.832264,2.80007e+13,5.6433e+12,4.94175e+06,837127,4.10462e+06,7.27377e-13,2999.85,2999.85,0,0,5.9997e+06,5.9997e+06,0,0,1.13382e+12,0,0,0,0,1374.87,1374.87,0,0,-4.73178,0,0,0,0,0,0,1213.42,
,Date,BottomHolePressure (BARa),SandfacePressureRef|BottomHolePressureRef (BARa),DrainageRegionPressureRef|DrainageRegionPressure (BARa),LiquidProductivityIndex (Sm3/day/bar),GasProductivityIndex (Sm3/day/bar),ProductivityIndexResCond (Rm3/day/bar),WellIndexResCond (Rm3/day/bar),BottomHoleTemperature (deg C),LiquidProduced (Sm3/day),WaterProduced (Sm3/day),OilProduced (Sm3/day),GasProduced (1000Sm3/d),FracLiquidProduced (Sm3/day),FracWaterProduced (Sm3/day),FracOilProduced (Sm3/day),FracGasProduced (1000Sm3/d),GOR (Sm3/Sm3),WaterCut (fraction),WaterGasRatio (Sm3/Sm3),CGR (Sm3/Sm3),Salinity (ppm),HallIntegral (Bar.d),HallVoidageDerivative (Bar.d),WaterBreakthroughTime (days),GasBreakthroughTime (days),CumLiquidProduced (Sm3),CumWaterProduced (Sm3),CumOilProduced (Sm3),CumGasProduced (MSm3),CumLiquidInjected (Sm3),CumWaterInjected (Sm3),CumOilInjected (Sm3),CumGasInjected (MSm3),CumHeatInjected (kJ),DownholeRate (rm3/day),VoidageRate (rm3/day),CumVoidage (rm3),NPV (MMUS$),
P1,17.01.1996 21:57:52,214.97,216.565,256.721,59.7716,0,74.7044,401.559,60,2400.15,0.000175827,2400.15,4.25328e-13,0,0,0,0,1.772e-13,7.32567e-08,0,0,72526.2,661.845,512.762,866.481,1e+06,40611,0.00281238,40610.9,7.19664e-15,0,0,0,0,-6.06637e+09,-3010.22,-3000,-50745.6,15.2924,
P1,26.01.1996 14:46:20,213.847,215.442,255.862,59.3617,0,74.2152,401.559,60,2399.4,0.000175703,2399.4,4.25195e-13,0,0,0,0,1.772e-13,7.32278e-08,0,0,72526.2,1013.51,847.418,839.555,1e+06,61486.5,0.00434104,61486.5,1.0896e-14,0,0,0,0,-9.1847e+09,-3009.59,-3000,-76846.5,23.127,
P1,02.02.1996 14:48:37,213.641,215.236,255.702,59.2897,0,74.1311,401.559,60,2399.21,0.000174265,2399.21,4.25161e-13,0,0,0,0,1.772e-13,7.26345e-08,0,0,72526.2,1296.84,1172.52,822.455,1e+06,78284.7,0.00556117,78284.7,1.38728e-14,0,0,0,0,-1.1694e+10,-3009.41,-3000,-97851.3,29.4185,
P1,12.02.1996 14:48:37,213.585,215.18,255.677,59.2441,0,74.0752,401.559,60,2399.17,0.000172309,2399.17,4.25155e-13,0,0,0,0,1.772e-13,7.182e-08,0,0,72526.2,1701.8,1514.34,827.83,1e+06,102276,0.00728426,102276,1.81243e-14,0,0,0,0,-1.52778e+10,-3009.38,-3000,-127851,38.3842,
P1,21.02.1996 07:33:14,213.39,214.985,255.465,59.2686,0,74.106,401.559,60,2399.17,0.000171398,2399.17,4.25154e-13,0,0,0,0,1.772e-13,7.14408e-08,0,0,72526.2,2053.88,1895.71,812.547,1e+06,123143,0.00877502,123143,2.18222e-14,0,0,0,0,-1.83949e+10,-3009.43,-3000,-153944,46.1633,
P1,01.03.1996 03:26:06,213.287,214.882,255.373,59.251,0,74.0854,401.559,60,2399.12,0.000170482,2399.12,4.25146e-13,0,0,0,0,1.772e-13,7.10601e-08,0,0,72526.2,2411.35,2251.78,812.107,1e+06,144324,0.0102801,144324,2.55755e-14,0,0,0,0,-2.15587e+10,-3009.4,-3000,-180429,54.0411,
P1,11.03.1996 03:26:06,213.233,214.828,255.313,59.2588,0,74.0958,401.559,60,2399.1,0.000169511,2399.1,4.25142e-13,0,0,0,0,1.772e-13,7.06562e-08,0,0,72526.2,2816.2,2632.14,798.188,1e+06,168315,0.0119752,168315,2.9827e-14,0,0,0,0,-2.51424e+10,-3009.39,-3000,-210429,62.9425,
P1,21.03.1996 03:26:06,213.2,214.795,255.269,59.2735,0,74.1146,401.559,60,2399.09,0.000168655,2399.09,4.2514e-13,0,0,0,0,1.772e-13,7.02996e-08,0,0,72526.2,3220.95,3036.91,799.664,1e+06,192306,0.0136617,192305,3.40784e-14,0,0,0,0,-2.87261e+10,-3009.38,-3000,-240429,71.8205,
P1,31.03.1996 03:26:06,213.097,214.692,255.182,59.2511,0,74.0869,401.559,60,2399.08,0.000168119,2399.08,4.25138e-13,0,0,0,0,1.772e-13,7.00767e-08,0,0,72526.2,3625.85,3443.48,800.405,1e+06,216296,0.0153429,216296,3.83297e-14,0,0,0,0,-3.23098e+10,-3009.4,-3000,-270429,80.6754,
P1,10.04.1996 03:26:06,213.075,214.67,255.147,59.2697,0,74.1108,401.559,60,2399.06,0.000167455,2399.06,4.25134e-13,0,0,0,0,1.772e-13,6.98002e-08,0,0,72526.2,4030.62,3847.55,785.436,1e+06,240287,0.0170175,240287,4.25811e-14,0,0,0,0,-3.58934e+10,-3009.38,-3000,-300429,89.5072,
P1,20.04.1996 03:26:06,212.933,214.528,255.033,59.2292,0,74.0603,401.559,60,2399.05,0.000167202,2399.05,4.25133e-13,0,0,0,0,1.772e-13,6.9695e-08,0,0,72526.2,4435.66,4255.56,770.211,1e+06,264277,0.0186895,264277,4.68324e-14,0,0,0,0,-3.94771e+10,-3009.41,-3000,-330429,98.3159,
P1,30.04.1996 03:26:06,212.933,214.528,255.025,59.2395,0,74.0741,401.559,60,2399.02,0.000166613,2399.02,4.25129e-13,0,0,0,0,1.772e-13,6.94505e-08,0,0,72526.2,4840.63,4660.02,788.137,1e+06,288267,0.0203556,288267,5.10837e-14,0,0,0,0,-4.30607e+10,-3009.38,-3000,-360429,107.102,
P1,10.05.1996 03:26:06,212.523,214.118,254.585,59.2831,0,74.1286,401.559,60,2399.02,0.000167217,2399.02,4.25128e-13,0,0,0,0,1.772e-13,6.97023e-08,0,0,72526.2,5245.3,5061.5,771.048,1e+06,312258,0.0220278,312258,5.5335e-14,0,0,0,0,-4.66443e+10,-3009.49,-3000,-390429,115.864,
P1,20.05.1996 03:26:06,211.093,212.687,253.129,59.3174,0,74.1745,401.559,60,2398.92,0.000170697,2398.92,4.25111e-13,0,0,0,0,1.772e-13,7.11557e-08,0,0,72526.2,5649.72,5462.98,772.921,1e+06,336247,0.0237348,336247,5.95861e-14,0,0,0,0,-5.02277e+10,-3009.76,-3000,-420429,124.604,
P1,30.05.1996 03:26:06,209.452,211.047,251.465,59.3449,0,74.2189,401.559,60,2398.6,0.000174781,2398.6,4.25054e-13,0,0,0,0,1.772e-13,7.28681e-08,0,0,72526.2,6053.9,5864.07,754.803,1e+06,360233,0.0254826,360233,6.38366e-14,0,0,0,0,-5.38107e+10,-3009.81,-3000,-450429,133.32,
P1,09.06.1996 03:26:06,207.961,209.555,249.959,59.3564,0,74.2448,401.559,60,2398.23,0.000178479,2398.23,4.24988e-13,0,0,0,0,1.772e-13,7.4421e-08,0,0,72526.2,6457.94,6266.21,759.575,1e+06,384215,0.0272674,384215,6.80865e-14,0,0,0,0,-5.73931e+10,-3009.76,-3000,-480429,142.011,
P1,19.06.1996 03:26:06,206.435,208.029,248.416,59.3732,0,74.2761,401.559,60,2397.89,0.0001823,2397.89,4.24929e-13,0,0,0,0,1.772e-13,7.60252e-08,0,0,72526.2,6861.81,6667.57,760.384,1e+06,408194,0.0290904,408194,7.23358e-14,0,0,0,0,-6.0975e+10,-3009.77,-3000,-510429,150.679,
P1,29.06.1996 03:26:06,204.805,206.399,246.787,59.3636,0,74.2748,401.559,60,2397.55,0.000186431,2397.55,4.24868e-13,0,0,0,0,1.772e-13,7.77591e-08,0,0,72526.2,7265.69,7071.68,761.663,1e+06,432169,0.0309547,432169,7.65845e-14,0,0,0,0,-6.45564e+10,-3009.79,-3000,-540429,159.323,
P1,13.07.1996 16:48:00,203.321,204.915,245.387,59.2236,0,74.1186,401.559,60,2396.94,0.000189993,2396.94,4.24759e-13,0,0,0,0,1.772e-13,7.92651e-08,0,0,72526.2,7854.35,7749.8,736.462,1e+06,467062,0.0337064,467062,8.27679e-14,0,0,0,0,-6.97687e+10,-3009.43,-3000,-584100,171.862,
P1,23.07.1996 16:48:00,203.13,204.724,245.231,59.1713,0,74.0549,401.559,60,2396.88,0.000190185,2396.88,4.24749e-13,0,0,0,0,1.772e-13,7.9347e-08,0,0,72526.2,8259.42,8087.65,734.16,1e+06,491031,0.0356082,491031,8.70154e-14,0,0,0,0,-7.3349e+10,-3009.41,-3000,-614100,180.449,
P1,02.08.1996 16:48:00,203.043,204.637,245.14,59.1768,0,74.0629,401.559,60,2396.84,0.000190104,2396.84,4.24742e-13,0,0,0,0,1.772e-13,7.93141e-08,0,0,72526.2,8664.46,8491.89,735.058,1e+06,515000,0.0375092,515000,9.12628e-14,0,0,0,0,-7.69294e+10,-3009.39,-3000,-644100,189.012,
P1,12.08.1996 16:48:00,203.039,204.633,245.082,59.2554,0,74.1619,401.559,60,2396.82,0.000189805,2396.82,4.24739e-13,0,0,0,0,1.772e-13,7.91901e-08,0,0,72526.2,9068.95,8885.12,742.062,1e+06,538968,0.0394073,538968,9.55102e-14,0,0,0,0,-8.05097e+10,-3009.37,-3000,-674100,197.554,
P1,22.08.1996 16:48:00,201.595,203.189,243.608,59.2979,0,74.2155,401.559,60,2396.81,0.000193528,2396.81,4.24737e-13,0,0,0,0,1.772e-13,8.07439e-08,0,0,72526.2,9473.15,9282.97,723.627,1e+06,562936,0.0413426,562936,9.97575e-14,0,0,0,0,-8.409e+10,-3009.75,-3000,-704100,206.073,
P1,01.09.1996 16:48:00,199.437,201.03,241.404,59.3574,0,74.3001,401.559,60,2396.48,0.000199231,2396.48,4.24679e-13,0,0,0,0,1.772e-13,8.31349e-08,0,0,72526.2,9876.88,9676.19,727.617,1e+06,586901,0.0433349,586901,1.04004e-13,0,0,0,0,-8.76698e+10,-3009.94,-3000,-734100,214.569,
P1,11.09.1996 16:48:00,197.039,198.632,238.997,59.3583,0,74.3164,401.559,60,2395.99,0.00020637,2395.99,4.24592e-13,0,0,0,0,1.772e-13,8.61311e-08,0,0,72526.2,10280.5,10077.8,728.271,1e+06,610861,0.0453986,610860,1.0825e-13,0,0,0,0,-9.12489e+10,-3009.99,-3000,-764100,223.04,
P1,21.09.1996 16:48:00,196.508,198.1,238.574,59.1849,0,74.1159,401.559,60,2395.46,0.000207501,2395.46,4.24497e-13,0,0,0,0,1.772e-13,8.66228e-08,0,0,72526.2,10685.3,10509.8,701.979,1e+06,634815,0.0474736,634815,1.12495e-13,0,0,0,0,-9.48271e+10,-3009.47,-3000,-794100,231.488,
P1,01.10.1996 16:48:00,196.35,197.942,238.431,59.1605,0,74.0882,401.559,60,2395.37,0.000207452,2395.37,4.24481e-13,0,0,0,0,1.772e-13,8.66054e-08,0,0,72526.2,11090.2,10918.7,679.274,1e+06,658769,0.0495481,658769,1.1674e-13,0,0,0,0,-9.84053e+10,-3009.4,-3000,-824100,239.914,
P1,11.10.1996 16:48:00,196.223,197.816,238.327,59.1281,0,74.0485,401.559,60,2395.33,0.000207405,2395.33,4.24475e-13,0,0,0,0,1.772e-13,8.65871e-08,0,0,72526.2,11495.3,11329.7,699.819,1e+06,682722,0.0516221,682722,1.20985e-13,0,0,0,0,-1.01983e+11,-3009.39,-3000,-854100,248.317,
P1,21.10.1996 16:48:00,196.163,197.755,238.245,59.1589,0,74.0879,401.559,60,2395.31,0.00020721,2395.31,4.24471e-13,0,0,0,0,1.772e-13,8.65064e-08,0,0,72526.2,11900.2,11728.6,702.316,1e+06,706675,0.0536942,706675,1.25229e-13,0,0,0,0,-1.05561e+11,-3009.38,-3000,-884100,256.699,
P1,31.10.1996 16:48:00,196.039,197.632,238.141,59.1289,0,74.0509,401.559,60,2395.29,0.000207283,2395.29,4.24468e-13,0,0,0,0,1.772e-13,8.65378e-08,0,0,72526.2,12305.3,12139.6,681.911,1e+06,730628,0.055767,730628,1.29474e-13,0,0,0,0,-1.09139e+11,-3009.39,-3000,-914100,265.058,
P1,10.11.1996 16:48:00,195.97,197.562,238.051,59.1599,0,74.0904,401.559,60,2395.27,0.000207195,2395.27,4.24463e-13,0,0,0,0,1.772e-13,8.65019e-08,0,0,72526.2,12710.1,12538.1,682.43,1e+06,754581,0.057839,754581,1.33719e-13,0,0,0,0,-1.12717e+11,-3009.38,-3000,-944100,273.396,
P1,20.11.1996 16:48:00,194.126,195.719,236.097,59.3207,0,74.2924,401.559,60,2395.25,0.000213041,2395.25,4.2446e-13,0,0,0,0,1.772e-13,8.89431e-08,0,0,72526.2,13113.9,12907.8,693.086,1e+06,778533,0.0599694,778533,1.37963e-13,0,0,0,0,-1.16295e+11,-3009.87,-3000,-974100,281.712,
P1,30.11.1996 16:48:00,191.417,193.008,233.348,59.367,0,74.3638,401.559,60,2394.82,0.000221833,2394.82,4.24383e-13,0,0,0,0,1.772e-13,9.26305e-08,0,0,72526.2,13517.3,13298.8,675.776,1e+06,802481,0.0621877,802481,1.42207e-13,0,0,0,0,-1.19873e+11,-3010.08,-3000,-1.0041e+06,290.005,
P1,10.12.1996 16:48:00,190.783,192.375,232.83,59.1819,0,74.1508,401.559,60,2394.21,0.000223141,2394.21,4.24275e-13,0,0,0,0,1.772e-13,9.32005e-08,0,0,72526.2,13921.9,13741.6,660.181,1e+06,826423,0.0644191,826423,1.4645e-13,0,0,0,0,-1.23449e+11,-3009.49,-3000,-1.0341e+06,298.274,
P1,20.12.1996 16:48:00,190.579,192.171,232.646,59.1504,0,74.1149,401.559,60,2394.09,0.00022309,2394.09,4.24255e-13,0,0,0,0,1.772e-13,9.31837e-08,0,0,72526.2,14326.6,14153,665.781,1e+06,850364,0.06665,850364,1.50693e-13,0,0,0,0,-1.27025e+11,-3009.4,-3000,-1.0641e+06,306.521,
P1,30.12.1996 16:48:00,190.405,191.997,232.476,59.1422,0,74.106,401.559,60,2394.05,0.000223074,2394.05,4.24248e-13,0,0,0,0,1.772e-13,9.31783e-08,0,0,72526.2,14731.4,14559.6,666.851,1e+06,874305,0.0688808,874304,1.54935e-13,0,0,0,0,-1.30601e+11,-3009.4,-3000,-1.0941e+06,314.746,
P1,07.01.1997 07:12:00,189.651,191.242,231.695,59.1764,0,74.1546,401.559,60,2393.87,0.000225359,2393.87,4.24215e-13,0,0,0,0,1.772e-13,9.41401e-08,0,0,72526.2,15038.6,14995.8,648.532,1e+06,892498,0.0705893,892498,1.58159e-13,0,0,0,0,-1.33319e+11,-3009.37,-3000,-1.1169e+06,320.983,
P1,23.01.1997 16:48:00,188.529,190.121,230.558,59.1988,0,74.1842,401.559,60,2393.82,0.000228597,2393.82,4.24206e-13,0,0,0,0,1.772e-13,9.5495e-08,0,0,72526.2,15701.8,15514.7,650.094,1e+06,931757,0.0743176,931757,1.65116e-13,0,0,0,0,-1.39184e+11,-3009.62,-3000,-1.1661e+06,334.398,
P1,02.02.1997 16:48:00,187.435,189.026,229.464,59.1919,0,74.1825,401.559,60,2393.59,0.000232138,2393.59,4.24166e-13,0,0,0,0,1.772e-13,9.69834e-08,0,0,72526.2,16106.2,15919.5,651.443,1e+06,955693,0.076639,955693,1.69358e-13,0,0,0,0,-1.42759e+11,-3009.64,-3000,-1.1961e+06,342.549,
P1,12.02.1997 16:48:00,186.315,187.906,228.342,59.1887,0,74.1861,401.559,60,2393.35,0.000235813,2393.35,4.24123e-13,0,0,0,0,1.772e-13,9.85288e-08,0,0,72526.2,16510.5,16323.1,631.905,1e+06,979626,0.0789971,979626,1.73599e-13,0,0,0,0,-1.46334e+11,-3009.65,-3000,-1.2261e+06,350.678,
P1,22.02.1997 16:48:00,185.099,186.69,227.112,59.2036,0,74.2124,401.559,60,2393.1,0.00023987,2393.1,4.24079e-13,0,0,0,0,1.772e-13,1.00234e-07,0,0,72526.2,16914.8,16721.6,631.895,1e+06,1.00356e+06,0.0813958,1.00356e+06,1.7784e-13,0,0,0,0,-1.49909e+11,-3009.67,-3000,-1.2561e+06,358.786,
P1,04.03.1997 16:48:00,183.91,185.501,225.926,59.1914,0,74.2056,401.559,60,2392.83,0.000243851,2392.83,4.2403e-13,0,0,0,0,1.772e-13,1.01909e-07,0,0,72526.2,17319,17127.4,632.736,1e+06,1.02749e+06,0.0838343,1.02749e+06,1.8208e-13,0,0,0,0,-1.53483e+11,-3009.66,-3000,-1.2861e+06,366.871,
P1,14.03.1997 16:48:00,182.804,184.395,224.818,59.1873,0,74.2085,401.559,60,2392.56,0.000247543,2392.56,4.23984e-13,0,0,0,0,1.772e-13,1.03464e-07,0,0,72526.2,17723.2,17530.9,614.098,1e+06,1.05141e+06,0.0863097,1.05141e+06,1.8632e-13,0,0,0,0,-1.57057e+11,-3009.64,-3000,-1.3161e+06,374.934,
P1,24.03.1997 16:48:00,181.676,183.266,223.683,59.191,0,74.2208,401.559,60,2392.32,0.000251336,2392.32,4.2394e-13,0,0,0,0,1.772e-13,1.0506e-07,0,0,72526.2,18127.4,17932.2,613.695,1e+06,1.07533e+06,0.0888231,1.07533e+06,1.90559e-13,0,0,0,0,-1.60631e+11,-3009.64,-3000,-1.3461e+06,382.975,
P1,03.04.1997 16:48:00,180.731,182.321,222.746,59.1726,0,74.2056,401.559,60,2392.07,0.000254468,2392.07,4.23896e-13,0,0,0,0,1.772e-13,1.0638e-07,0,0,72526.2,18531.7,18340.2,612.758,1e+06,1.09925e+06,0.0913678,1.09925e+06,1.94798e-13,0,0,0,0,-1.64204e+11,-3009.59,-3000,-1.3761e+06,390.994,
P1,13.04.1997 16:48:00,179.774,181.364,221.79,59.1669,0,74.2048,401.559,60,2391.86,0.000257657,2391.86,4.23859e-13,0,0,0,0,1.772e-13,1.07722e-07,0,0,72526.2,18935.9,18744.6,614.254,1e+06,1.12317e+06,0.0939443,1.12317e+06,1.99037e-13,0,0,0,0,-1.67777e+11,-3009.59,-3000,-1.4061e+06,398.992,
P1,23.04.1997 16:48:00,178.871,180.46,220.885,59.1629,0,74.2064,401.559,60,2391.65,0.000260662,2391.65,4.23822e-13,0,0,0,0,1.772e-13,1.08988e-07,0,0,72526.2,19340.2,19148.5,585.324,1e+06,1.14709e+06,0.096551,1.14709e+06,2.03275e-13,0,0,0,0,-1.71349e+11,-3009.58,-3000,-1.4361e+06,406.969,
P1,03.05.1997 16:48:00,178.228,179.817,220.26,59.1322,0,74.1741,401.559,60,2391.45,0.000262712,2391.45,4.23786e-13,0,0,0,0,1.772e-13,1.09855e-07,0,0,72526.2,19744.6,19561.3,593.447,1e+06,1.171e+06,0.0991781,1.171e+06,2.07513e-13,0,0,0,0,-1.74922e+11,-3009.5,-3000,-1.4661e+06,414.924,
P1,13.05.1997 16:48:00,177.363,178.952,219.38,59.1502,0,74.2009,401.559,60,2391.31,0.000265603,2391.31,4.23762e-13,0,0,0,0,1.772e-13,1.1107e-07,0,0,72526.2,20148.9,19958.5,594.545,1e+06,1.19492e+06,0.101834,1.19492e+06,2.11751e-13,0,0,0,0,-1.78494e+11,-3009.57,-3000,-1.4961e+06,422.857,
P1,23.05.1997 16:48:00,176.654,178.244,218.688,59.1214,0,74.1709,401.559,60,2391.11,0.000267919,2391.11,4.23727e-13,0,0,0,0,1.772e-13,1.12048e-07,0,0,72526.2,20553.3,20371,565.363,1e+06,1.21883e+06,0.104513,1.21883e+06,2.15988e-13,0,0,0,0,-1.82066e+11,-3009.52,-3000,-1.5261e+06,430.77,
P1,02.06.1997 16:48:00,175.986,177.576,218.003,59.1425,0,74.2021,401.559,60,2390.96,0.000270096,2390.96,4.237e-13,0,0,0,0,1.772e-13,1.12965e-07,0,0,72526.2,20957.6,20766.8,575.014,1e+06,1.24274e+06,0.107214,1.24274e+06,2.20225e-13,0,0,0,0,-1.85637e+11,-3009.51,-3000,-1.5561e+06,438.661,
P1,12.06.1997 16:48:00,175.24,176.83,217.259,59.1361,0,74.1988,401.559,60,2390.81,0.00027257,2390.81,4.23673e-13,0,0,0,0,1.772e-13,1.14007e-07,0,0,72526.2,21361.9,21172,574.885,1e+06,1.26665e+06,0.10994,1.26665e+06,2.24462e-13,0,0,0,0,-1.89208e+11,-3009.53,-3000,-1.5861e+06,446.531,
P1,22.06.1997 16:48:00,174.529,176.119,216.563,59.1104,0,74.1716,401.559,60,2390.65,0.000274922,2390.65,4.23644e-13,0,0,0,0,1.772e-13,1.14999e-07,0,0,72526.2,21766.3,21584.2,556.758,1e+06,1.29055e+06,0.112689,1.29055e+06,2.28698e-13,0,0,0,0,-1.9278e+11,-3009.52,-3000,-1.6161e+06,454.38,
P1,02.07.1997 16:48:00,173.579,175.17,215.617,59.1019,0,74.1656,401.559,60,2390.49,0.000278171,2390.49,4.23617e-13,0,0,0,0,1.772e-13,1.16366e-07,0,0,72526.2,22170.8,21990.4,553.798,1e+06,1.31446e+06,0.115471,1.31446e+06,2.32934e-13,0,0,0,0,-1.9635e+11,-3009.59,-3000,-1.6461e+06,462.208,
P1,12.07.1997 16:48:00,172.723,174.314,214.748,59.1157,0,74.1895,401.559,60,2390.28,0.000281072,2390.28,4.2358e-13,0,0,0,0,1.772e-13,1.1759e-07,0,0,72526.2,22575.1,22387.7,533.966,1e+06,1.33836e+06,0.118282,1.33836e+06,2.3717e-13,0,0,0,0,-1.99921e+11,-3009.56,-3000,-1.6761e+06,470.015,
P1,22.07.1997 16:48:00,171.974,173.566,214.004,59.105,0,74.182,401.559,60,2390.09,0.00028358,2390.09,4.23546e-13,0,0,0,0,1.772e-13,1.18648e-07,0,0,72526.2,22979.5,22794.3,556.479,1e+06,1.36226e+06,0.121117,1.36226e+06,2.41405e-13,0,0,0,0,-2.03491e+11,-3009.53,-3000,-1.7061e+06,477.802,
P1,01.08.1997 16:48:00,171.4,172.994,213.432,59.1003,0,74.1813,401.559,60,2389.93,0.000285451,2389.93,4.23517e-13,0,0,0,0,1.772e-13,1.19439e-07,0,0,72526.2,23383.9,23199,520.819,1e+06,1.38616e+06,0.123972,1.38616e+06,2.45641e-13,0,0,0,0,-2.07061e+11,-3009.48,-3000,-1.7361e+06,485.567,
P1,11.08.1997 16:48:00,170.965,172.56,213.011,59.079,0,74.1585,401.559,60,2389.8,0.000286811,2389.8,4.23494e-13,0,0,0,0,1.772e-13,1.20015e-07,0,0,72526.2,23788.4,23610.6,536.965,1e+06,1.41006e+06,0.12684,1.41006e+06,2.49876e-13,0,0,0,0,-2.10631e+11,-3009.44,-3000,-1.7661e+06,493.311,
